timestamp,minute_index,hour_of_day,minute_of_hour,txn_count,fraud_count,suspicious_count,normal_count,avg_risk,max_velocity,total_amount,anomaly,spike_type,alert_level,running_txn_total,running_fraud_total,fraud_rate_pct,human_readable_spike
2026-05-18T18:55:00Z,227,18,55,11,0,0,11,0.2171,7,32713.47,False,none,LOW,2099,91,4.34,
2026-05-18T18:56:00Z,228,18,56,3,0,0,3,0.2087,5,7341.69,False,none,LOW,2102,91,4.33,
2026-05-18T18:57:00Z,229,18,57,5,0,1,4,0.2331,1,34561.04,False,none,LOW,2107,91,4.32,
2026-05-18T18:58:00Z,230,18,58,7,1,1,5,0.2613,8,19601.79,False,none,LOW,2114,92,4.35,
2026-05-18T18:59:00Z,231,18,59,5,0,1,4,0.6269,2,228900.02,True,amount_spike,HIGH,2119,92,4.34,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T19:00:00Z,232,19,0,10,0,2,8,0.7464,11,28345.58,True,risk_surge,HIGH,2129,92,4.32,Risk Surge — device or IP clustering detected
2026-05-18T19:01:00Z,233,19,1,8,4,0,4,0.7122,27,44173.28,True,burst,HIGH,2137,96,4.49,Velocity Burst — possible card testing or account takeover
2026-05-18T19:02:00Z,234,19,2,9,0,0,9,0.2319,2,9962.68,False,none,LOW,2146,96,4.47,
2026-05-18T19:03:00Z,235,19,3,6,0,0,6,0.3438,1,5236.63,False,none,LOW,2152,96,4.46,
2026-05-18T19:04:00Z,236,19,4,7,1,1,5,0.2627,7,5021.47,False,none,LOW,2159,97,4.49,
2026-05-18T19:05:00Z,237,19,5,7,0,1,6,0.1262,9,9593.4,False,none,LOW,2166,97,4.48,
2026-05-18T19:06:00Z,238,19,6,4,1,2,1,0.2428,7,10206.26,False,none,LOW,2170,98,4.52,
2026-05-18T19:07:00Z,239,19,7,8,0,1,7,0.1838,9,15520.14,False,none,LOW,2178,98,4.5,
2026-05-18T19:08:00Z,240,19,8,5,0,1,4,0.1302,3,5758.94,False,none,LOW,2183,98,4.49,
2026-05-18T19:09:00Z,241,19,9,13,0,1,12,0.3378,2,27107.68,False,none,LOW,2196,98,4.46,
2026-05-18T19:10:00Z,242,19,10,8,0,1,7,0.1319,6,12968.45,False,none,LOW,2204,98,4.45,
2026-05-18T19:11:00Z,243,19,11,5,1,0,4,0.2664,2,27113.71,False,none,LOW,2209,99,4.48,
2026-05-18T19:12:00Z,244,19,12,5,0,1,4,0.3075,3,2027.21,False,none,LOW,2214,99,4.47,
2026-05-18T19:13:00Z,245,19,13,5,2,1,2,0.2572,2,5174.3,False,none,LOW,2219,101,4.55,
2026-05-18T19:14:00Z,246,19,14,8,0,1,7,0.5975,8,87980.85,True,amount_spike,MEDIUM,2227,101,4.54,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T19:15:00Z,247,19,15,5,3,0,2,0.9261,25,68075.39,True,burst,CRITICAL,2232,104,4.66,Velocity Burst — possible card testing or account takeover
2026-05-18T19:16:00Z,248,19,16,5,0,1,4,0.2271,7,26680.75,False,none,LOW,2237,104,4.65,
2026-05-18T19:17:00Z,249,19,17,3,0,0,3,0.2924,2,24346.81,False,none,LOW,2240,104,4.64,
2026-05-18T19:18:00Z,250,19,18,6,0,0,6,0.1466,6,20577.88,False,none,LOW,2246,104,4.63,
2026-05-18T19:19:00Z,251,19,19,10,0,0,10,0.2196,9,3418.18,False,none,LOW,2256,104,4.61,
2026-05-18T19:20:00Z,252,19,20,4,1,1,2,0.2425,7,25235.92,False,none,LOW,2260,105,4.65,
2026-05-18T19:21:00Z,253,19,21,6,0,1,5,0.0771,7,16301.34,False,none,LOW,2266,105,4.63,
2026-05-18T19:22:00Z,254,19,22,9,1,0,8,0.0686,2,21787.42,False,none,LOW,2275,106,4.66,
2026-05-18T19:23:00Z,255,19,23,6,0,0,6,0.1802,1,25353.47,False,none,LOW,2281,106,4.65,
2026-05-18T19:24:00Z,256,19,24,9,0,1,8,0.2062,2,29118.51,False,none,LOW,2290,106,4.63,
2026-05-18T19:25:00Z,257,19,25,7,0,0,7,0.1569,4,20499.78,False,none,LOW,2297,106,4.61,
2026-05-18T19:26:00Z,258,19,26,8,0,1,7,0.3065,1,18739.2,False,none,LOW,2305,106,4.6,
2026-05-18T19:27:00Z,259,19,27,5,0,1,4,0.3334,2,16495.98,False,none,LOW,2310,106,4.59,
2026-05-18T19:28:00Z,260,19,28,4,0,1,3,0.0706,5,19272.99,False,none,LOW,2314,106,4.58,
2026-05-18T19:29:00Z,261,19,29,8,0,1,7,0.0672,8,30059.36,False,none,LOW,2322,106,4.57,
2026-05-18T19:30:00Z,262,19,30,6,0,0,6,0.3454,5,4506.3,False,none,LOW,2328,106,4.55,
2026-05-18T19:31:00Z,263,19,31,3,0,0,3,0.3137,3,13110.14,False,none,LOW,2331,106,4.55,
2026-05-18T19:32:00Z,264,19,32,6,2,1,3,0.2869,4,11510.58,False,none,LOW,2337,108,4.62,
2026-05-18T19:33:00Z,265,19,33,10,1,0,9,0.2616,1,29664.68,False,none,LOW,2347,109,4.64,
2026-05-18T19:34:00Z,266,19,34,8,1,1,6,0.3063,9,20826.8,False,none,LOW,2355,110,4.67,
2026-05-18T19:35:00Z,267,19,35,0,0,1,0,0.1334,4,33649.42,False,none,LOW,2355,110,4.67,
2026-05-18T19:36:00Z,268,19,36,12,0,1,11,0.0646,9,17624.69,False,none,LOW,2367,110,4.65,
2026-05-18T19:37:00Z,269,19,37,6,0,0,6,0.1913,1,17842.64,False,none,LOW,2373,110,4.64,
2026-05-18T19:38:00Z,270,19,38,10,0,1,9,0.342,3,30404.2,False,none,LOW,2383,110,4.62,
2026-05-18T19:39:00Z,271,19,39,7,1,1,5,0.1705,8,25841.77,False,none,LOW,2390,111,4.64,
2026-05-18T19:40:00Z,272,19,40,9,2,0,7,0.089,1,9261.59,False,none,LOW,2399,113,4.71,
2026-05-18T19:41:00Z,273,19,41,2,0,0,2,0.2345,5,31378.51,False,none,LOW,2401,113,4.71,
2026-05-18T19:42:00Z,274,19,42,8,1,1,6,0.0819,7,21762.33,False,none,LOW,2409,114,4.73,
2026-05-18T19:43:00Z,275,19,43,7,0,1,6,0.1668,9,10153.23,False,none,LOW,2416,114,4.72,
2026-05-18T19:44:00Z,276,19,44,6,0,0,6,0.3225,5,24421.88,False,none,LOW,2422,114,4.71,
2026-05-18T19:45:00Z,277,19,45,5,0,2,3,0.2215,9,11179.36,False,none,LOW,2427,114,4.7,
2026-05-18T19:46:00Z,278,19,46,5,0,0,5,0.0617,3,5044.5,False,none,LOW,2432,114,4.69,
2026-05-18T19:47:00Z,279,19,47,5,0,1,4,0.0959,6,12932.13,False,none,LOW,2437,114,4.68,
2026-05-18T19:48:00Z,280,19,48,20,1,0,19,0.1002,7,10415.58,False,none,LOW,2457,115,4.68,
2026-05-18T19:49:00Z,281,19,49,7,0,0,7,0.0755,9,18880.53,False,none,LOW,2464,115,4.67,
2026-05-18T19:50:00Z,282,19,50,7,0,0,7,0.287,8,13120.56,False,none,LOW,2471,115,4.65,
2026-05-18T19:51:00Z,283,19,51,12,0,2,10,0.1547,5,25038.77,False,none,LOW,2483,115,4.63,
2026-05-18T19:52:00Z,284,19,52,3,1,0,2,0.0547,3,12308.8,False,none,LOW,2486,116,4.67,
2026-05-18T19:53:00Z,285,19,53,2,1,0,1,0.2192,2,4032.64,False,none,LOW,2488,117,4.7,
2026-05-18T19:54:00Z,286,19,54,9,0,1,8,0.1928,4,15653.5,False,none,LOW,2497,117,4.69,
2026-05-18T19:55:00Z,287,19,55,6,0,1,5,0.2697,6,25279.83,False,none,LOW,2503,117,4.67,
2026-05-18T19:56:00Z,288,19,56,6,0,0,6,0.191,8,24305.03,False,none,LOW,2509,117,4.66,
2026-05-18T19:57:00Z,289,19,57,8,0,0,8,0.3359,1,2659.34,False,none,LOW,2517,117,4.65,
2026-05-18T19:58:00Z,290,19,58,10,0,1,9,0.1433,1,6405.36,False,none,LOW,2527,117,4.63,
2026-05-18T19:59:00Z,291,19,59,9,1,0,8,0.1415,4,19117.16,False,none,LOW,2536,118,4.65,
2026-05-18T20:00:00Z,292,20,0,9,0,0,9,0.203,7,18403.99,False,none,LOW,2545,118,4.64,
2026-05-18T20:01:00Z,293,20,1,5,0,1,4,0.0773,1,30899.62,False,none,LOW,2550,118,4.63,
2026-05-18T20:02:00Z,294,20,2,9,0,0,9,0.1535,4,18432.93,False,none,LOW,2559,118,4.61,
2026-05-18T20:03:00Z,295,20,3,5,0,0,5,0.198,1,23509.91,False,none,LOW,2564,118,4.6,
2026-05-18T20:04:00Z,296,20,4,5,2,0,3,0.1471,1,2466.18,False,none,LOW,2569,120,4.67,
2026-05-18T20:05:00Z,297,20,5,5,0,0,5,0.0957,3,7332.09,False,none,LOW,2574,120,4.66,
2026-05-18T20:06:00Z,298,20,6,5,0,1,4,0.108,4,31778.21,False,none,LOW,2579,120,4.65,
2026-05-18T20:07:00Z,299,20,7,11,1,1,9,0.3274,3,17858.48,False,none,LOW,2590,121,4.67,
2026-05-18T20:08:00Z,300,20,8,8,1,2,5,0.0985,5,5919.65,False,none,LOW,2598,122,4.7,
2026-05-18T20:09:00Z,301,20,9,8,4,1,3,0.789,32,76161.18,True,burst,CRITICAL,2606,126,4.83,Velocity Burst — possible card testing or account takeover
2026-05-18T20:10:00Z,302,20,10,4,0,0,4,0.2273,2,24662.88,False,none,LOW,2610,126,4.83,
2026-05-18T20:11:00Z,303,20,11,10,0,1,9,0.2269,6,30551.05,False,none,LOW,2620,126,4.81,
2026-05-18T20:12:00Z,304,20,12,12,0,0,12,0.2009,1,25406.04,False,none,LOW,2632,126,4.79,
2026-05-18T20:13:00Z,305,20,13,6,0,0,6,0.2113,8,16454.88,False,none,LOW,2638,126,4.78,
2026-05-18T20:14:00Z,306,20,14,4,0,1,3,0.2416,1,2640.4,False,none,LOW,2642,126,4.77,
2026-05-18T20:15:00Z,307,20,15,14,1,0,13,0.0709,3,18277.08,False,none,LOW,2656,127,4.78,
2026-05-18T20:16:00Z,308,20,16,6,0,1,5,0.2343,1,26785.68,False,none,LOW,2662,127,4.77,
2026-05-18T20:17:00Z,309,20,17,4,0,0,4,0.2537,7,4348.57,False,none,LOW,2666,127,4.76,
2026-05-18T20:18:00Z,310,20,18,4,0,0,4,0.217,4,34214.63,False,none,LOW,2670,127,4.76,
2026-05-18T20:19:00Z,311,20,19,4,0,2,2,0.2026,3,25694.19,False,none,LOW,2674,127,4.75,
2026-05-18T20:20:00Z,312,20,20,4,0,1,3,0.0591,6,33554.18,False,none,LOW,2678,127,4.74,
2026-05-18T20:21:00Z,313,20,21,15,0,1,14,0.1566,5,22312.05,False,none,LOW,2693,127,4.72,
2026-05-18T20:22:00Z,314,20,22,7,1,0,6,0.2268,9,24706.04,False,none,LOW,2700,128,4.74,
2026-05-18T20:23:00Z,315,20,23,5,0,0,5,0.2894,5,10533.47,False,none,LOW,2705,128,4.73,
2026-05-18T20:24:00Z,316,20,24,6,0,0,6,0.2153,3,26467.74,False,none,LOW,2711,128,4.72,
2026-05-18T20:25:00Z,317,20,25,7,2,4,1,0.907,23,55979.3,True,burst,CRITICAL,2718,130,4.78,Velocity Burst — possible card testing or account takeover
2026-05-18T20:26:00Z,318,20,26,4,0,0,4,0.2725,7,19881.01,False,none,LOW,2722,130,4.78,
2026-05-18T20:27:00Z,319,20,27,8,0,0,8,0.2671,3,8442.97,False,none,LOW,2730,130,4.76,
2026-05-18T20:28:00Z,320,20,28,4,0,0,4,0.266,2,8633.53,False,none,LOW,2734,130,4.75,
2026-05-18T20:29:00Z,321,20,29,7,0,0,7,0.1905,6,21652.96,False,none,LOW,2741,130,4.74,
2026-05-18T20:30:00Z,322,20,30,6,0,0,6,0.0507,7,12063.53,False,none,LOW,2747,130,4.73,
2026-05-18T20:31:00Z,323,20,31,6,2,0,4,0.2202,5,29348.34,False,none,LOW,2753,132,4.79,
2026-05-18T20:32:00Z,324,20,32,3,0,0,3,0.1644,5,20305.74,False,none,LOW,2756,132,4.79,
2026-05-18T20:33:00Z,325,20,33,7,0,0,7,0.1482,5,33988.68,False,none,LOW,2763,132,4.78,
2026-05-18T20:34:00Z,326,20,34,5,0,0,5,0.2464,4,9848.57,False,none,LOW,2768,132,4.77,
2026-05-18T20:35:00Z,327,20,35,10,1,0,9,0.1573,5,17804.31,False,none,LOW,2778,133,4.79,
2026-05-18T20:36:00Z,328,20,36,6,0,1,5,0.2267,8,30955.09,False,none,LOW,2784,133,4.78,
2026-05-18T20:37:00Z,329,20,37,4,0,2,2,0.2174,5,25898.33,False,none,LOW,2788,133,4.77,
2026-05-18T20:38:00Z,330,20,38,8,0,0,8,0.0589,4,18284.56,False,none,LOW,2796,133,4.76,
2026-05-18T20:39:00Z,331,20,39,6,0,3,3,0.8463,21,34674.81,True,risk_surge,CRITICAL,2802,133,4.75,Risk Surge — device or IP clustering detected
2026-05-18T20:40:00Z,332,20,40,6,1,0,5,0.3046,8,29105.35,False,none,LOW,2808,134,4.77,
2026-05-18T20:41:00Z,333,20,41,7,0,1,6,0.199,2,26084.02,False,none,LOW,2815,134,4.76,
2026-05-18T20:42:00Z,334,20,42,6,0,1,5,0.3071,9,5510.56,False,none,LOW,2821,134,4.75,
2026-05-18T20:43:00Z,335,20,43,8,1,1,6,0.2369,2,30032.24,False,none,LOW,2829,135,4.77,
2026-05-18T20:44:00Z,336,20,44,5,0,1,4,0.1163,5,2030.56,False,none,LOW,2834,135,4.76,
2026-05-18T20:45:00Z,337,20,45,6,0,0,6,0.175,2,30713.15,False,none,LOW,2840,135,4.75,
2026-05-18T20:46:00Z,338,20,46,7,0,1,6,0.0973,5,3152.22,False,none,LOW,2847,135,4.74,
2026-05-18T20:47:00Z,339,20,47,4,0,1,3,0.3491,3,13479.73,False,none,LOW,2851,135,4.74,
2026-05-18T20:48:00Z,340,20,48,10,1,0,9,0.1621,3,11798.98,False,none,LOW,2861,136,4.75,
2026-05-18T20:49:00Z,341,20,49,5,0,0,5,0.2271,2,18718.17,False,none,LOW,2866,136,4.75,
2026-05-18T20:50:00Z,342,20,50,5,0,0,5,0.1449,4,13327.64,False,none,LOW,2871,136,4.74,
2026-05-18T20:51:00Z,343,20,51,5,1,0,4,0.0609,9,16624.87,False,none,LOW,2876,137,4.76,
2026-05-18T20:52:00Z,344,20,52,8,1,0,7,0.3266,8,16467.43,False,none,LOW,2884,138,4.79,
2026-05-18T20:53:00Z,345,20,53,7,0,0,7,0.6965,16,23631.22,True,risk_surge,HIGH,2891,138,4.77,Risk Surge — device or IP clustering detected
2026-05-18T20:54:00Z,346,20,54,11,0,0,11,0.1938,7,27014.06,False,none,LOW,2902,138,4.76,
2026-05-18T20:55:00Z,347,20,55,6,0,1,5,0.3322,8,16124.93,False,none,LOW,2908,138,4.75,
2026-05-18T20:56:00Z,348,20,56,4,0,0,4,0.1707,8,15661.58,False,none,LOW,2912,138,4.74,
2026-05-18T20:57:00Z,349,20,57,9,0,0,9,0.1787,2,15029.75,False,none,LOW,2921,138,4.72,
2026-05-18T20:58:00Z,350,20,58,5,0,1,4,0.2391,6,11197.44,False,none,LOW,2926,138,4.72,
2026-05-18T20:59:00Z,351,20,59,7,0,1,6,0.2058,1,20295.85,False,none,LOW,2933,138,4.71,
2026-05-18T21:00:00Z,352,21,0,7,0,0,7,0.3499,3,11257.3,False,none,LOW,2940,138,4.69,
2026-05-18T21:01:00Z,353,21,1,9,0,1,8,0.2547,3,9151.51,False,none,LOW,2949,138,4.68,
2026-05-18T21:02:00Z,354,21,2,10,0,0,10,0.1148,6,25649.96,False,none,LOW,2959,138,4.66,
2026-05-18T21:03:00Z,355,21,3,8,0,0,8,0.3451,5,19539.66,False,none,LOW,2967,138,4.65,
2026-05-18T21:04:00Z,356,21,4,10,0,0,10,0.0977,1,10041.99,False,none,LOW,2977,138,4.64,
2026-05-18T21:05:00Z,357,21,5,2,0,0,2,0.1451,5,30802.58,False,none,LOW,2979,138,4.63,
2026-05-18T21:06:00Z,358,21,6,9,0,1,8,0.0521,4,25224.4,False,none,LOW,2988,138,4.62,
2026-05-18T21:07:00Z,359,21,7,6,0,0,6,0.1819,8,27542.79,False,none,LOW,2994,138,4.61,
2026-05-18T21:08:00Z,360,21,8,7,0,0,7,0.3258,4,31010.74,False,none,LOW,3001,138,4.6,
2026-05-18T21:09:00Z,361,21,9,6,4,2,0,0.6528,37,45811.64,True,burst,CRITICAL,3007,142,4.72,Velocity Burst — possible card testing or account takeover
2026-05-18T21:10:00Z,362,21,10,7,1,0,6,0.2149,9,3831.04,False,none,LOW,3014,143,4.74,
2026-05-18T21:11:00Z,363,21,11,5,0,0,5,0.1531,6,16940.78,False,none,LOW,3019,143,4.74,
2026-05-18T21:12:00Z,364,21,12,7,1,1,5,0.3312,8,15603.61,False,none,LOW,3026,144,4.76,
2026-05-18T21:13:00Z,365,21,13,11,0,0,11,0.203,3,29610.48,False,none,LOW,3037,144,4.74,
2026-05-18T21:14:00Z,366,21,14,8,0,0,8,0.2158,6,16502.9,False,none,LOW,3045,144,4.73,
2026-05-18T21:15:00Z,367,21,15,8,1,0,7,0.1457,1,32671.04,False,none,LOW,3053,145,4.75,
2026-05-18T21:16:00Z,368,21,16,8,0,0,8,0.5866,1,298020.01,True,amount_spike,MEDIUM,3061,145,4.74,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T21:17:00Z,369,21,17,7,1,0,6,0.0645,3,8339.77,False,none,LOW,3068,146,4.76,
2026-05-18T21:18:00Z,370,21,18,3,0,1,2,0.7857,15,20892.16,True,risk_surge,HIGH,3071,146,4.75,Risk Surge — device or IP clustering detected
2026-05-18T21:19:00Z,371,21,19,10,0,0,10,0.0656,9,32686.19,False,none,LOW,3081,146,4.74,
2026-05-18T21:20:00Z,372,21,20,3,0,0,3,0.0614,4,6048.22,False,none,LOW,3084,146,4.73,
2026-05-18T21:21:00Z,373,21,21,3,0,0,3,0.1208,3,28408.2,False,none,LOW,3087,146,4.73,
2026-05-18T21:22:00Z,374,21,22,7,0,0,7,0.1882,8,18809.87,False,none,LOW,3094,146,4.72,
2026-05-18T21:23:00Z,375,21,23,4,1,0,3,0.178,6,8402.0,False,none,LOW,3098,147,4.74,
2026-05-18T21:24:00Z,376,21,24,6,2,1,3,0.2769,9,25749.57,False,none,LOW,3104,149,4.8,
2026-05-18T21:25:00Z,377,21,25,7,0,0,7,0.1845,6,30467.92,False,none,LOW,3111,149,4.79,
2026-05-18T21:26:00Z,378,21,26,8,0,1,7,0.5052,9,170718.48,True,amount_spike,MEDIUM,3119,149,4.78,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T21:27:00Z,379,21,27,5,0,1,4,0.0623,3,6793.99,False,none,LOW,3124,149,4.77,
2026-05-18T21:28:00Z,380,21,28,8,0,1,7,0.1519,7,30668.61,False,none,LOW,3132,149,4.76,
2026-05-18T21:29:00Z,381,21,29,6,0,2,4,0.175,1,14003.22,False,none,LOW,3138,149,4.75,
2026-05-18T21:30:00Z,382,21,30,10,0,1,9,0.1267,7,9141.19,False,none,LOW,3148,149,4.73,
2026-05-18T21:31:00Z,383,21,31,7,0,0,7,0.3435,7,17302.47,False,none,LOW,3155,149,4.72,
2026-05-18T21:32:00Z,384,21,32,5,0,0,5,0.2688,5,7392.75,False,none,LOW,3160,149,4.72,
2026-05-18T21:33:00Z,385,21,33,7,0,0,7,0.1968,4,27919.65,False,none,LOW,3167,149,4.7,
2026-05-18T21:34:00Z,386,21,34,7,0,0,7,0.299,5,33150.27,False,none,LOW,3174,149,4.69,
2026-05-18T21:35:00Z,387,21,35,8,0,1,7,0.7295,2,194339.9,True,amount_spike,HIGH,3182,149,4.68,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T21:36:00Z,388,21,36,5,1,0,4,0.2055,7,22874.85,False,none,LOW,3187,150,4.71,
2026-05-18T21:37:00Z,389,21,37,5,0,0,5,0.1551,1,14083.16,False,none,LOW,3192,150,4.7,
2026-05-18T21:38:00Z,390,21,38,9,0,0,9,0.1265,8,18725.29,False,none,LOW,3201,150,4.69,
2026-05-18T21:39:00Z,391,21,39,7,0,0,7,0.3443,2,7809.43,False,none,LOW,3208,150,4.68,
2026-05-18T21:40:00Z,392,21,40,5,0,0,5,0.3364,8,13323.54,False,none,LOW,3213,150,4.67,
2026-05-18T21:41:00Z,393,21,41,8,0,0,8,0.137,8,34062.01,False,none,LOW,3221,150,4.66,
2026-05-18T21:42:00Z,394,21,42,6,0,1,5,0.3288,3,5339.58,False,none,LOW,3227,150,4.65,
2026-05-18T21:43:00Z,395,21,43,5,0,1,4,0.4884,4,296001.94,True,amount_spike,MEDIUM,3232,150,4.64,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T21:44:00Z,396,21,44,13,0,1,12,0.5741,2,181874.43,True,amount_spike,MEDIUM,3245,150,4.62,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T21:45:00Z,397,21,45,6,0,1,5,0.2455,6,22695.16,False,none,LOW,3251,150,4.61,
2026-05-18T21:46:00Z,398,21,46,6,0,1,5,0.4677,6,169786.55,True,amount_spike,MEDIUM,3257,150,4.61,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T21:47:00Z,399,21,47,3,0,0,3,0.1674,3,28300.06,False,none,LOW,3260,150,4.6,
2026-05-18T21:48:00Z,400,21,48,6,0,0,6,0.1366,9,32091.76,False,none,LOW,3266,150,4.59,
2026-05-18T21:49:00Z,401,21,49,4,0,0,4,0.3176,2,23686.6,False,none,LOW,3270,150,4.59,
2026-05-18T21:50:00Z,402,21,50,12,0,0,12,0.1086,9,31437.3,False,none,LOW,3282,150,4.57,
2026-05-18T21:51:00Z,403,21,51,6,1,0,5,0.2776,7,19698.25,False,none,LOW,3288,151,4.59,
2026-05-18T21:52:00Z,404,21,52,9,0,0,9,0.279,3,4262.48,False,none,LOW,3297,151,4.58,
2026-05-18T21:53:00Z,405,21,53,11,1,1,9,0.2863,1,31599.11,False,none,LOW,3308,152,4.59,
2026-05-18T21:54:00Z,406,21,54,6,0,1,5,0.198,4,3754.32,False,none,LOW,3314,152,4.59,
2026-05-18T21:55:00Z,407,21,55,8,0,0,8,0.117,3,3239.34,False,none,LOW,3322,152,4.58,
2026-05-18T21:56:00Z,408,21,56,13,0,1,12,0.2058,6,23766.48,False,none,LOW,3335,152,4.56,
2026-05-18T21:57:00Z,409,21,57,9,0,1,8,0.2881,9,11908.19,False,none,LOW,3344,152,4.55,
2026-05-18T21:58:00Z,410,21,58,7,0,1,6,0.1395,8,23561.02,False,none,LOW,3351,152,4.54,
2026-05-18T21:59:00Z,411,21,59,6,0,2,4,0.08,3,27916.14,False,none,LOW,3357,152,4.53,
2026-05-18T22:00:00Z,412,22,0,3,0,0,3,0.1257,5,3012.01,False,none,LOW,3360,152,4.52,
2026-05-18T22:01:00Z,413,22,1,7,0,0,7,0.1933,6,22043.72,False,none,LOW,3367,152,4.51,
2026-05-18T22:02:00Z,414,22,2,4,0,0,4,0.0974,7,4800.18,False,none,LOW,3371,152,4.51,
2026-05-18T22:03:00Z,415,22,3,5,0,1,4,0.0915,8,28328.21,False,none,LOW,3376,152,4.5,
2026-05-18T22:04:00Z,416,22,4,5,0,0,5,0.2284,6,27646.92,False,none,LOW,3381,152,4.5,
2026-05-18T22:05:00Z,417,22,5,3,0,2,1,0.0638,8,34751.14,False,none,LOW,3384,152,4.49,
2026-05-18T22:06:00Z,418,22,6,3,0,1,2,0.2283,8,28931.81,False,none,LOW,3387,152,4.49,
2026-05-18T22:07:00Z,419,22,7,2,0,0,2,0.1874,2,3504.16,False,none,LOW,3389,152,4.49,
2026-05-18T22:08:00Z,420,22,8,5,4,1,0,0.7349,28,56772.28,True,burst,HIGH,3394,156,4.6,Velocity Burst — possible card testing or account takeover
2026-05-18T22:09:00Z,421,22,9,6,0,1,5,0.0628,1,14474.5,False,none,LOW,3400,156,4.59,
2026-05-18T22:10:00Z,422,22,10,7,1,0,6,0.2208,5,4011.63,False,none,LOW,3407,157,4.61,
2026-05-18T22:11:00Z,423,22,11,7,0,2,5,0.3437,2,31478.37,False,none,LOW,3414,157,4.6,
2026-05-18T22:12:00Z,424,22,12,5,0,0,5,0.0562,9,30929.69,False,none,LOW,3419,157,4.59,
2026-05-18T22:13:00Z,425,22,13,5,0,0,5,0.0788,9,10783.34,False,none,LOW,3424,157,4.59,
2026-05-18T22:14:00Z,426,22,14,5,1,1,3,0.0964,9,12969.7,False,none,LOW,3429,158,4.61,
2026-05-18T22:15:00Z,427,22,15,4,0,1,3,0.6378,4,155489.63,True,amount_spike,HIGH,3433,158,4.6,"Amount Spike — abnormal USD volume, possible wire fraud"
2026-05-18T22:16:00Z,428,22,16,3,1,0,2,0.1546,1,4189.69,False,none,LOW,3436,159,4.63,
2026-05-18T22:17:00Z,429,22,17,5,0,0,5,0.3034,7,29560.33,False,none,LOW,3441,159,4.62,
2026-05-18T22:18:00Z,430,22,18,6,0,1,5,0.0895,5,2013.76,False,none,LOW,3447,159,4.61,
2026-05-18T22:19:00Z,431,22,19,3,0,0,3,0.085,8,11487.38,False,none,LOW,3450,159,4.61,
2026-05-18T22:20:00Z,432,22,20,6,0,0,6,0.2421,3,23455.38,False,none,LOW,3456,159,4.6,
2026-05-18T22:21:00Z,433,22,21,8,0,2,6,0.1523,6,20827.75,False,none,LOW,3464,159,4.59,
2026-05-18T22:22:00Z,434,22,22,8,0,0,8,0.1615,9,3211.5,False,none,LOW,3472,159,4.58,
2026-05-18T22:23:00Z,435,22,23,7,0,0,7,0.0632,4,15714.61,False,none,LOW,3479,159,4.57,
2026-05-18T22:24:00Z,436,22,24,7,0,0,7,0.3038,5,26749.44,False,none,LOW,3486,159,4.56,
2026-05-18T22:25:00Z,437,22,25,4,0,0,4,0.2195,1,6815.88,False,none,LOW,3490,159,4.56,
2026-05-18T22:26:00Z,438,22,26,4,1,0,3,0.0725,6,24067.1,False,none,LOW,3494,160,4.58,
2026-05-18T22:27:00Z,439,22,27,4,2,0,2,0.3,4,8755.76,False,none,LOW,3498,162,4.63,
2026-05-18T22:28:00Z,440,22,28,6,0,1,5,0.3015,2,28435.51,False,none,LOW,3504,162,4.62,
2026-05-18T22:29:00Z,441,22,29,1,0,0,1,0.2681,1,8935.45,False,none,LOW,3505,162,4.62,
2026-05-18T22:30:00Z,442,22,30,4,0,0,4,0.3406,3,31395.72,False,none,LOW,3509,162,4.62,
2026-05-18T22:31:00Z,443,22,31,10,0,0,10,0.2579,4,30004.31,False,none,LOW,3519,162,4.6,
2026-05-18T22:32:00Z,444,22,32,5,0,0,5,0.2301,9,14490.72,False,none,LOW,3524,162,4.6,
2026-05-18T22:33:00Z,445,22,33,5,1,0,4,0.2739,3,14508.55,False,none,LOW,3529,163,4.62,
2026-05-18T22:34:00Z,446,22,34,7,0,0,7,0.2566,9,32335.89,False,none,LOW,3536,163,4.61,
2026-05-18T22:35:00Z,447,22,35,7,0,1,6,0.1798,7,8787.01,False,none,LOW,3543,163,4.6,
2026-05-18T22:36:00Z,448,22,36,6,0,0,6,0.2617,2,23732.85,False,none,LOW,3549,163,4.59,
2026-05-18T22:37:00Z,449,22,37,4,0,0,4,0.09,8,21837.0,False,none,LOW,3553,163,4.59,
2026-05-18T22:38:00Z,450,22,38,6,5,1,0,0.9314,31,37874.14,True,burst,CRITICAL,3559,168,4.72,Velocity Burst — possible card testing or account takeover
2026-05-18T22:39:00Z,451,22,39,6,0,0,6,0.19,5,6503.23,False,none,LOW,3565,168,4.71,
2026-05-18T22:40:00Z,452,22,40,5,0,0,5,0.3233,6,28822.46,False,none,LOW,3570,168,4.71,
2026-05-18T22:41:00Z,453,22,41,5,0,1,4,0.1916,8,25885.39,False,none,LOW,3575,168,4.7,
