event_id,timestamp,label,amount,merchant_category,risk_score,velocity_1h,device_type,device_fingerprint,ip_hash,region,card_type,issuing_bank,account_age_days,is_new_device,failed_auth_attempts,session_duration_sec,is_international,distance_from_home_km,chargeback_risk_band,flagged_for_review
EVT-10367,2026-05-18T18:36:19Z,normal,640.58,Wire Transfer,0.2837,1,mobile,FP-80550,ip-772064,Southwest,Visa,Citibank,1911,False,0,60,False,6.7,LOW,False
EVT-10583,2026-05-18T18:38:19Z,normal,1623.48,E-Commerce,0.23,7,tablet,FP-67307,ip-112542,Northwest,Discover,Bank of America,155,False,1,586,False,162.6,LOW,False
EVT-10564,2026-05-18T18:39:19Z,normal,731.72,Subscription,0.0454,2,desktop,FP-30451,ip-398411,Midwest,Mastercard,PNC Bank,1834,False,0,439,False,181.6,LOW,False
EVT-10878,2026-05-18T18:42:19Z,normal,1056.13,E-Commerce,0.055,3,unknown,FP-40085,ip-902719,West,Amex,PNC Bank,2132,False,1,86,False,17.2,LOW,False
EVT-10646,2026-05-18T18:42:19Z,fraudulent,19086.39,E-Commerce,0.8801,27,mobile,FP-50534,ip-912341,Midwest,Visa,Capital One,20,True,2,23,False,116.9,VERY_HIGH,True
EVT-10031,2026-05-18T18:44:19Z,normal,269.28,ATM,0.1362,1,tablet,FP-22577,ip-637241,Northeast,Discover,PNC Bank,2329,False,1,494,False,79.7,LOW,False
EVT-10955,2026-05-18T18:47:19Z,normal,4999.0,Crypto Exchange,0.1386,1,mobile,FP-27991,ip-791781,Midwest,Discover,US Bank,3198,False,1,209,False,161.5,LOW,False
EVT-10532,2026-05-18T18:47:19Z,suspicious,2259.49,E-Commerce,0.7389,18,tablet,FP-46976,ip-993137,Southwest,Visa,Wells Fargo,505,False,1,771,False,155.4,HIGH,True
EVT-10291,2026-05-18T18:49:19Z,fraudulent,38236.9,ATM,0.8338,23,mobile,FP-57382,ip-545558,Northeast,Visa,Wells Fargo,10,True,5,43,True,2150.1,VERY_HIGH,True
EVT-10012,2026-05-18T18:50:19Z,normal,3277.23,E-Commerce,0.2871,3,unknown,FP-66678,ip-747515,Northwest,Amex,Citibank,2184,False,0,774,False,24.4,LOW,False
EVT-10451,2026-05-18T18:59:19Z,normal,389.62,ATM,0.3516,3,desktop,FP-60870,ip-864799,Southwest,Mastercard,Wells Fargo,2690,False,1,334,False,87.0,MEDIUM,False
EVT-10645,2026-05-18T19:03:19Z,normal,94.11,E-Commerce,0.3076,4,unknown,FP-37355,ip-335025,Midwest,Visa,Bank of America,2876,False,0,578,False,67.1,LOW,False
EVT-10708,2026-05-18T19:03:19Z,suspicious,11719.03,POS Retail,0.4213,11,tablet,FP-80340,ip-353110,Northwest,Amex,Bank of America,419,False,0,881,False,10.4,MEDIUM,True
EVT-10465,2026-05-18T19:03:19Z,suspicious,11561.74,ATM,0.4355,16,tablet,FP-89909,ip-636437,Southeast,Visa,US Bank,3549,False,0,267,False,0.9,MEDIUM,True
EVT-10027,2026-05-18T19:04:19Z,normal,291.18,Wire Transfer,0.3957,3,unknown,FP-80264,ip-814134,Northwest,Amex,Citibank,3090,False,1,733,False,28.3,MEDIUM,False
EVT-10740,2026-05-18T19:08:19Z,normal,1835.7,E-Commerce,0.031,1,tablet,FP-52259,ip-827425,West,Visa,Citibank,2755,False,0,842,False,35.9,LOW,False
EVT-10985,2026-05-18T19:08:19Z,normal,1267.06,Crypto Exchange,0.3144,5,tablet,FP-17888,ip-522590,Southeast,Amex,TD Bank,1250,False,1,218,False,99.6,LOW,False
EVT-10151,2026-05-18T19:09:19Z,fraudulent,34069.8,ATM,0.8049,36,unknown,FP-38112,ip-236348,West,Amex,US Bank,3,False,5,37,True,1943.8,VERY_HIGH,True
EVT-10533,2026-05-18T19:09:19Z,fraudulent,8362.12,Subscription,0.7276,23,tablet,FP-84047,ip-490451,Southwest,Discover,Bank of America,21,False,5,35,False,58.4,HIGH,False
EVT-10002,2026-05-18T19:12:19Z,normal,483.15,POS Retail,0.0699,1,mobile,FP-73023,ip-772109,West,Mastercard,PNC Bank,1886,False,1,631,False,63.6,LOW,False
EVT-10214,2026-05-18T19:13:19Z,normal,1840.05,Subscription,0.1359,4,mobile,FP-84047,ip-181835,Northeast,Discover,US Bank,1228,False,1,375,False,34.6,LOW,False
EVT-10890,2026-05-18T19:16:19Z,suspicious,11299.63,ATM,0.5175,17,tablet,FP-87245,ip-684861,Northwest,Visa,TD Bank,1862,False,1,811,False,172.7,MEDIUM,True
EVT-10541,2026-05-18T19:17:19Z,normal,1182.85,Wire Transfer,0.1346,2,tablet,FP-60328,ip-974642,Northeast,Amex,PNC Bank,3484,False,0,539,False,75.6,LOW,False
EVT-10140,2026-05-18T19:19:19Z,normal,774.27,E-Commerce,0.3688,7,desktop,FP-83261,ip-261510,Northeast,Visa,Citibank,343,False,0,237,False,24.0,MEDIUM,False
EVT-10745,2026-05-18T19:19:19Z,normal,973.62,Subscription,0.0371,1,tablet,FP-82440,ip-502333,Southwest,Visa,US Bank,1216,False,1,636,False,177.1,LOW,False
EVT-10001,2026-05-18T19:21:19Z,normal,1002.11,E-Commerce,0.1241,2,unknown,FP-59088,ip-670870,Northeast,Amex,Bank of America,1712,False,1,562,False,56.9,LOW,False
EVT-10264,2026-05-18T19:21:19Z,suspicious,16048.8,Subscription,0.4522,10,tablet,FP-87272,ip-490451,Northwest,Mastercard,Bank of America,629,False,1,576,False,123.5,MEDIUM,True
EVT-10385,2026-05-18T19:22:19Z,fraudulent,26832.51,Subscription,0.8742,33,mobile,FP-79655,ip-827793,West,Discover,Chase,19,True,4,5,False,184.1,VERY_HIGH,False
EVT-10959,2026-05-18T19:23:19Z,suspicious,13002.39,Wire Transfer,0.5984,13,unknown,FP-34908,ip-217951,Northeast,Discover,TD Bank,1384,False,1,504,False,43.8,HIGH,True
EVT-10112,2026-05-18T19:25:19Z,fraudulent,56516.83,Subscription,0.7726,22,mobile,FP-22581,ip-248146,Southeast,Discover,PNC Bank,13,True,5,29,False,95.6,VERY_HIGH,True
EVT-10024,2026-05-18T19:25:19Z,normal,1478.38,Subscription,0.3368,6,mobile,FP-80745,ip-497050,Midwest,Visa,Chase,2733,False,1,340,False,62.8,LOW,False
EVT-10357,2026-05-18T19:25:19Z,normal,625.97,Crypto Exchange,0.177,1,tablet,FP-87009,ip-940934,Northwest,Amex,Wells Fargo,2442,False,0,624,False,96.1,LOW,False
EVT-10327,2026-05-18T19:28:19Z,fraudulent,28724.78,Crypto Exchange,0.9438,37,unknown,FP-64647,ip-952957,Northwest,Amex,US Bank,27,False,2,34,False,114.7,VERY_HIGH,True
EVT-10837,2026-05-18T19:28:19Z,normal,910.59,Crypto Exchange,0.2107,5,tablet,FP-66678,ip-116053,Southwest,Discover,Bank of America,386,False,1,89,False,26.3,LOW,False
EVT-10568,2026-05-18T19:29:19Z,fraudulent,17171.02,POS Retail,0.8862,30,mobile,FP-78501,ip-335025,Southeast,Amex,Capital One,8,True,4,41,True,3963.9,VERY_HIGH,False
EVT-10807,2026-05-18T19:29:19Z,suspicious,6448.96,Wire Transfer,0.7122,18,mobile,FP-18104,ip-269402,West,Mastercard,US Bank,1781,False,0,526,False,111.9,HIGH,True
EVT-10458,2026-05-18T19:29:19Z,suspicious,15623.39,POS Retail,0.6059,17,desktop,FP-37355,ip-787805,West,Discover,TD Bank,676,False,1,576,False,90.1,HIGH,True
EVT-10487,2026-05-18T19:30:19Z,normal,201.59,E-Commerce,0.1071,4,mobile,FP-49088,ip-490328,Southeast,Mastercard,Citibank,1279,False,0,558,False,145.5,LOW,False
EVT-10434,2026-05-18T19:30:19Z,suspicious,2067.57,Crypto Exchange,0.4235,17,mobile,FP-47615,ip-781738,Midwest,Mastercard,Capital One,1617,False,0,798,False,55.0,MEDIUM,True
EVT-10537,2026-05-18T19:33:19Z,suspicious,3340.93,Wire Transfer,0.4323,12,desktop,FP-42751,ip-261510,West,Discover,Capital One,3324,False,0,511,False,73.7,MEDIUM,True
EVT-10982,2026-05-18T19:34:19Z,suspicious,14007.38,Crypto Exchange,0.4875,19,mobile,FP-84485,ip-477202,Southwest,Amex,Bank of America,1165,False,0,179,False,75.7,MEDIUM,True
EVT-10879,2026-05-18T19:34:19Z,normal,253.85,Wire Transfer,0.1049,4,desktop,FP-52440,ip-429636,Northwest,Visa,PNC Bank,3058,False,1,478,False,98.8,LOW,False
EVT-10804,2026-05-18T19:36:19Z,normal,3392.54,E-Commerce,0.0406,2,desktop,FP-50540,ip-379290,West,Mastercard,PNC Bank,3594,False,1,394,False,159.6,LOW,False
EVT-10897,2026-05-18T19:37:19Z,suspicious,11336.99,E-Commerce,0.5534,14,mobile,FP-18104,ip-592122,Northeast,Visa,Wells Fargo,2361,False,1,629,False,97.6,HIGH,True
EVT-10628,2026-05-18T19:39:19Z,normal,3929.53,E-Commerce,0.2999,5,unknown,FP-54605,ip-588543,Northeast,Mastercard,US Bank,2764,False,0,608,False,118.9,LOW,False
EVT-10115,2026-05-18T19:39:19Z,fraudulent,28379.5,Crypto Exchange,0.8616,34,mobile,FP-18475,ip-186751,Southeast,Visa,PNC Bank,22,True,4,26,False,149.5,VERY_HIGH,False
EVT-10637,2026-05-18T19:40:19Z,normal,2007.2,POS Retail,0.0215,6,desktop,FP-18032,ip-695494,Northeast,Amex,Chase,1499,False,1,511,False,195.3,LOW,False
EVT-10101,2026-05-18T19:41:19Z,fraudulent,10560.84,Subscription,0.8549,28,mobile,FP-60007,ip-261341,Midwest,Discover,TD Bank,7,True,5,56,False,23.7,VERY_HIGH,True
EVT-10776,2026-05-18T19:42:19Z,suspicious,8507.64,E-Commerce,0.6846,12,desktop,FP-55450,ip-972257,Midwest,Visa,Citibank,1689,False,0,297,False,158.7,HIGH,True
EVT-10284,2026-05-18T19:42:19Z,suspicious,14628.82,E-Commerce,0.4535,8,desktop,FP-54800,ip-794810,Northeast,Visa,Wells Fargo,345,False,0,96,False,139.2,MEDIUM,True
EVT-10651,2026-05-18T19:44:19Z,fraudulent,36820.37,Wire Transfer,0.9284,42,desktop,FP-50534,ip-729735,Midwest,Visa,PNC Bank,2,True,2,24,False,159.6,VERY_HIGH,True
EVT-10152,2026-05-18T19:45:19Z,normal,487.63,E-Commerce,0.2997,5,desktop,FP-66678,ip-119450,Midwest,Visa,PNC Bank,1678,False,1,166,False,170.1,LOW,False
EVT-10640,2026-05-18T19:47:19Z,normal,656.53,Wire Transfer,0.0411,2,tablet,FP-42751,ip-249373,Northeast,Amex,Citibank,393,False,0,838,False,39.5,LOW,False
EVT-10339,2026-05-18T19:50:19Z,normal,2017.55,Wire Transfer,0.175,3,tablet,FP-29312,ip-592122,Midwest,Discover,Capital One,118,False,0,73,False,5.6,LOW,False
EVT-10319,2026-05-18T19:50:19Z,fraudulent,16915.5,Crypto Exchange,0.8696,25,tablet,FP-13942,ip-116165,Northeast,Visa,Citibank,8,True,2,29,False,70.0,VERY_HIGH,True
EVT-10868,2026-05-18T19:50:19Z,suspicious,15595.46,Wire Transfer,0.6051,19,desktop,FP-79105,ip-724835,Midwest,Discover,Citibank,212,False,1,503,False,11.0,HIGH,False
EVT-10648,2026-05-18T19:54:19Z,normal,3494.78,Subscription,0.1269,3,desktop,FP-40085,ip-599677,Northwest,Mastercard,PNC Bank,554,False,0,315,False,133.1,LOW,False
EVT-10094,2026-05-18T19:55:19Z,normal,1312.15,POS Retail,0.0681,5,unknown,FP-39323,ip-248146,Southeast,Discover,TD Bank,1505,False,1,474,False,76.1,LOW,False
EVT-10004,2026-05-18T19:55:19Z,normal,81.98,POS Retail,0.3374,7,unknown,FP-90380,ip-642795,Southwest,Discover,US Bank,2863,False,0,733,False,128.5,LOW,False
EVT-10092,2026-05-18T19:55:19Z,normal,1927.75,Wire Transfer,0.0822,2,unknown,FP-17735,ip-697204,West,Visa,Citibank,2295,False,1,143,False,23.1,LOW,False
EVT-10230,2026-05-18T19:55:19Z,normal,359.11,Crypto Exchange,0.2571,2,unknown,FP-74572,ip-476339,West,Visa,PNC Bank,895,False,0,269,False,172.1,LOW,False
EVT-10177,2026-05-18T19:58:19Z,normal,475.51,Wire Transfer,0.241,6,tablet,FP-18104,ip-588543,Southeast,Discover,Chase,2436,False,0,691,False,82.8,LOW,False
EVT-10850,2026-05-18T19:59:19Z,normal,313.2,E-Commerce,0.3171,3,tablet,FP-36423,ip-488871,Southeast,Mastercard,Bank of America,2522,False,1,157,False,72.1,LOW,False
EVT-10742,2026-05-18T20:00:19Z,fraudulent,56573.88,Wire Transfer,0.8831,21,desktop,FP-90380,ip-791781,Northwest,Amex,Chase,11,True,5,36,True,4749.1,VERY_HIGH,True
EVT-10546,2026-05-18T20:00:19Z,suspicious,8124.9,ATM,0.5696,10,mobile,FP-87009,ip-217951,West,Amex,TD Bank,1488,False,1,897,False,77.7,HIGH,True
EVT-10769,2026-05-18T20:03:19Z,normal,140.94,Crypto Exchange,0.2015,7,tablet,FP-59912,ip-974642,Northwest,Discover,TD Bank,1150,False,1,496,False,186.5,LOW,False
EVT-10328,2026-05-18T20:05:19Z,normal,3697.6,E-Commerce,0.3183,2,desktop,FP-67124,ip-932607,Northeast,Discover,Chase,410,False,0,218,False,102.2,LOW,False
EVT-10601,2026-05-18T20:07:19Z,normal,150.97,POS Retail,0.1052,2,desktop,FP-80340,ip-116053,West,Amex,Chase,2613,False,1,334,False,77.2,LOW,False
EVT-10303,2026-05-18T20:08:19Z,fraudulent,6124.36,Wire Transfer,0.8463,20,desktop,FP-18032,ip-510198,Southwest,Discover,PNC Bank,24,False,5,8,True,1896.6,VERY_HIGH,True
EVT-10712,2026-05-18T20:10:19Z,suspicious,17055.37,E-Commerce,0.4301,12,mobile,FP-79438,ip-762954,Southwest,Mastercard,US Bank,1223,False,1,649,False,110.8,MEDIUM,True
EVT-10949,2026-05-18T20:11:19Z,normal,1626.6,Wire Transfer,0.3929,1,tablet,FP-54759,ip-939719,West,Visa,PNC Bank,972,False,0,409,False,61.3,MEDIUM,False
EVT-10561,2026-05-18T20:13:19Z,normal,550.07,Crypto Exchange,0.0595,4,unknown,FP-82427,ip-645413,Southwest,Mastercard,US Bank,1842,False,1,103,False,99.7,LOW,False
EVT-10616,2026-05-18T20:14:19Z,suspicious,15355.69,Subscription,0.5437,17,desktop,FP-74572,ip-116165,Northeast,Amex,US Bank,2840,False,1,548,False,111.1,MEDIUM,True
EVT-10133,2026-05-18T20:15:19Z,normal,536.79,POS Retail,0.3653,6,unknown,FP-80053,ip-843357,West,Discover,Bank of America,1289,False,1,303,False,104.6,MEDIUM,False
EVT-10799,2026-05-18T20:15:19Z,suspicious,3057.59,E-Commerce,0.6562,12,desktop,FP-18032,ip-940934,Southeast,Visa,US Bank,3628,False,0,370,False,11.2,HIGH,True
EVT-10984,2026-05-18T20:16:19Z,suspicious,3635.89,Subscription,0.5184,15,unknown,FP-71012,ip-772064,Midwest,Visa,Chase,3268,False,0,594,False,193.8,MEDIUM,True
EVT-10696,2026-05-18T20:16:19Z,normal,671.35,ATM,0.1988,1,unknown,FP-34940,ip-695494,Northeast,Visa,Chase,1254,False,0,373,False,183.0,LOW,False
EVT-10368,2026-05-18T20:17:19Z,normal,1073.76,POS Retail,0.2762,2,desktop,FP-80745,ip-977638,Midwest,Amex,Citibank,1777,False,1,269,False,87.6,LOW,False
EVT-10586,2026-05-18T20:21:19Z,normal,95.42,E-Commerce,0.3816,2,unknown,FP-80550,ip-388611,West,Discover,US Bank,499,False,0,570,False,113.7,MEDIUM,False
EVT-10973,2026-05-18T20:22:19Z,normal,481.63,E-Commerce,0.2198,4,desktop,FP-21365,ip-502333,Midwest,Mastercard,Bank of America,2578,False,0,139,False,183.8,LOW,False
EVT-10869,2026-05-18T20:23:19Z,normal,13.25,ATM,0.0552,7,mobile,FP-79105,ip-476339,Northwest,Amex,Bank of America,2800,False,1,367,False,99.3,LOW,False
EVT-10014,2026-05-18T20:28:19Z,normal,709.97,POS Retail,0.1136,7,unknown,FP-28132,ip-870951,Northeast,Amex,US Bank,411,False,1,899,False,130.0,LOW,False
EVT-10719,2026-05-18T20:29:19Z,normal,891.47,E-Commerce,0.3882,1,tablet,FP-37135,ip-488883,Northeast,Amex,Capital One,399,False,0,442,False,65.9,MEDIUM,False
EVT-10979,2026-05-18T20:34:19Z,fraudulent,42262.55,ATM,0.8379,29,mobile,FP-42751,ip-724835,Southwest,Mastercard,Capital One,5,True,2,27,False,86.2,VERY_HIGH,True
EVT-10666,2026-05-18T20:37:19Z,fraudulent,8992.53,E-Commerce,0.9404,30,mobile,FP-97805,ip-337172,Southeast,Mastercard,Chase,29,True,4,38,True,4412.2,VERY_HIGH,True
EVT-10212,2026-05-18T20:37:19Z,normal,3251.93,Crypto Exchange,0.1472,2,tablet,FP-76903,ip-520642,Northwest,Discover,PNC Bank,3041,False,0,186,False,180.5,LOW,False
EVT-10122,2026-05-18T20:39:19Z,suspicious,14439.69,POS Retail,0.6998,10,unknown,FP-60328,ip-226305,Northeast,Mastercard,Capital One,1044,False,0,807,False,80.3,HIGH,True
EVT-10509,2026-05-18T20:42:19Z,suspicious,13439.41,E-Commerce,0.4395,15,tablet,FP-93026,ip-120523,Southeast,Visa,Chase,3141,False,0,669,False,84.1,MEDIUM,True
EVT-10592,2026-05-18T20:42:19Z,normal,4999.0,Subscription,0.2819,2,mobile,FP-84945,ip-514030,Midwest,Visa,Chase,1890,False,1,204,False,117.4,LOW,False
EVT-10449,2026-05-18T20:44:19Z,normal,347.38,Wire Transfer,0.0667,2,unknown,FP-28132,ip-140306,West,Discover,Capital One,2986,False,0,609,False,130.2,LOW,False
EVT-10755,2026-05-18T20:44:19Z,suspicious,4248.5,Subscription,0.5023,14,tablet,FP-35324,ip-545558,Midwest,Discover,TD Bank,1582,False,1,483,False,16.7,MEDIUM,True
EVT-10400,2026-05-18T20:46:19Z,normal,289.91,E-Commerce,0.1154,6,tablet,FP-96569,ip-902508,Southeast,Discover,Chase,1056,False,1,774,False,21.4,LOW,False
EVT-10991,2026-05-18T20:48:19Z,suspicious,15370.36,ATM,0.5545,8,desktop,FP-59088,ip-843661,Southeast,Amex,PNC Bank,2800,False,1,668,False,112.3,HIGH,True
EVT-10517,2026-05-18T20:49:19Z,fraudulent,10518.11,Crypto Exchange,0.738,37,desktop,FP-78501,ip-799663,Southwest,Mastercard,Wells Fargo,5,False,5,47,True,4578.4,HIGH,True
EVT-10202,2026-05-18T20:50:19Z,fraudulent,8705.59,Crypto Exchange,0.9808,32,mobile,FP-50534,ip-628879,Northwest,Amex,TD Bank,19,True,2,54,True,3613.3,VERY_HIGH,True
EVT-10790,2026-05-18T20:54:19Z,fraudulent,11327.35,Subscription,0.8975,19,tablet,FP-21530,ip-510198,Northeast,Visa,TD Bank,2,False,2,38,False,68.6,VERY_HIGH,True
EVT-10149,2026-05-18T20:55:19Z,normal,406.84,Crypto Exchange,0.0923,3,mobile,FP-23707,ip-817134,West,Mastercard,PNC Bank,2962,False,1,191,False,169.9,LOW,False
EVT-10966,2026-05-18T20:57:19Z,fraudulent,20556.74,Subscription,0.8584,34,desktop,FP-48970,ip-621297,Northeast,Mastercard,Wells Fargo,18,False,5,28,False,197.9,VERY_HIGH,False
EVT-10762,2026-05-18T20:59:19Z,fraudulent,56623.34,Crypto Exchange,0.9627,19,mobile,FP-19552,ip-112542,Southeast,Visa,Capital One,17,False,5,31,False,16.1,VERY_HIGH,True
EVT-10964,2026-05-18T20:59:19Z,fraudulent,19684.31,Subscription,0.8619,35,mobile,FP-18292,ip-377800,Northwest,Mastercard,Wells Fargo,22,True,4,58,True,580.3,VERY_HIGH,False
EVT-10191,2026-05-18T20:59:19Z,suspicious,17120.63,ATM,0.5756,11,mobile,FP-71423,ip-226305,Southeast,Amex,Citibank,1132,False,0,137,False,104.3,HIGH,True
EVT-10093,2026-05-18T21:02:19Z,normal,3261.51,Subscription,0.3279,7,tablet,FP-80822,ip-185225,Northeast,Visa,Wells Fargo,1757,False,1,431,False,80.3,LOW,False
EVT-10068,2026-05-18T21:03:19Z,normal,199.77,Wire Transfer,0.2556,7,mobile,FP-34940,ip-933824,Northwest,Visa,TD Bank,549,False,0,295,False,91.7,LOW,False
EVT-10704,2026-05-18T21:05:19Z,suspicious,10086.6,POS Retail,0.6942,8,unknown,FP-82427,ip-433829,Southwest,Discover,US Bank,1511,False,0,224,False,11.4,HIGH,True
EVT-10119,2026-05-18T21:06:19Z,normal,53.06,Crypto Exchange,0.1255,7,mobile,FP-54800,ip-197718,Midwest,Discover,Wells Fargo,3296,False,0,72,False,60.6,LOW,False
EVT-10886,2026-05-18T21:06:19Z,suspicious,10104.23,E-Commerce,0.5947,16,mobile,FP-50111,ip-229507,West,Visa,Citibank,1894,False,1,389,False,188.8,HIGH,True
EVT-10514,2026-05-18T21:13:19Z,fraudulent,25515.81,ATM,0.7685,41,tablet,FP-80745,ip-545558,Northeast,Discover,Bank of America,16,True,5,47,False,21.1,VERY_HIGH,True
EVT-10573,2026-05-18T21:14:19Z,fraudulent,30821.92,ATM,0.8261,40,desktop,FP-17735,ip-186751,Northwest,Mastercard,Wells Fargo,26,False,4,59,False,90.4,VERY_HIGH,True
EVT-10407,2026-05-18T21:14:19Z,normal,670.54,Crypto Exchange,0.3079,2,tablet,FP-99338,ip-791781,West,Discover,Bank of America,124,False,0,368,False,198.0,LOW,False
EVT-10017,2026-05-18T21:15:19Z,normal,591.29,POS Retail,0.252,4,mobile,FP-19552,ip-514030,West,Visa,Wells Fargo,445,False,0,743,False,38.6,LOW,False
EVT-10030,2026-05-18T21:18:19Z,suspicious,1799.47,Wire Transfer,0.541,17,tablet,FP-74534,ip-843661,Southeast,Mastercard,Capital One,3123,False,1,769,False,153.7,MEDIUM,True
EVT-10292,2026-05-18T21:20:19Z,fraudulent,33642.38,ATM,0.8152,25,unknown,FP-78501,ip-345017,Northeast,Amex,PNC Bank,1,False,5,48,False,78.5,VERY_HIGH,False
EVT-10695,2026-05-18T21:20:19Z,fraudulent,22593.71,Subscription,0.7498,26,tablet,FP-28132,ip-339282,Northeast,Amex,Capital One,28,False,5,57,False,101.8,HIGH,True
EVT-10261,2026-05-18T21:20:19Z,normal,448.66,ATM,0.1897,3,mobile,FP-55504,ip-269402,Northeast,Discover,TD Bank,106,False,0,408,False,53.4,LOW,False
EVT-10715,2026-05-18T21:21:19Z,normal,69.36,Crypto Exchange,0.1309,3,unknown,FP-51568,ip-388611,Northeast,Amex,Chase,100,False,0,661,False,120.0,LOW,False
EVT-10888,2026-05-18T21:22:19Z,normal,1921.51,E-Commerce,0.0672,5,tablet,FP-60804,ip-516706,West,Discover,PNC Bank,890,False,1,684,False,140.1,LOW,False
EVT-10475,2026-05-18T21:35:19Z,suspicious,3857.92,POS Retail,0.736,14,desktop,FP-93026,ip-939900,Midwest,Discover,Chase,724,False,1,211,False,39.9,HIGH,True
EVT-10802,2026-05-18T21:36:19Z,normal,333.22,POS Retail,0.0681,1,tablet,FP-18104,ip-402024,West,Amex,Chase,2862,False,1,397,False,171.3,LOW,False
EVT-10981,2026-05-18T21:36:19Z,normal,508.33,Subscription,0.3041,2,desktop,FP-72708,ip-705015,Midwest,Mastercard,Wells Fargo,3487,False,1,758,False,23.7,LOW,False
EVT-10096,2026-05-18T21:37:19Z,fraudulent,55972.32,E-Commerce,0.9812,35,desktop,FP-49088,ip-356102,Southeast,Amex,PNC Bank,11,True,3,30,False,64.1,VERY_HIGH,False
EVT-10551,2026-05-18T21:38:19Z,normal,74.59,E-Commerce,0.0265,1,mobile,FP-93407,ip-345017,Southwest,Amex,Wells Fargo,1616,False,1,171,False,194.5,LOW,False
EVT-10998,2026-05-18T21:40:19Z,normal,1152.79,Subscription,0.2342,3,mobile,FP-80745,ip-427310,Northeast,Mastercard,Bank of America,1815,False,1,803,False,148.8,LOW,False
EVT-10927,2026-05-18T21:44:19Z,normal,92.81,POS Retail,0.2037,4,mobile,FP-28132,ip-621297,Northwest,Discover,Capital One,2061,False,0,353,False,20.6,LOW,False
EVT-10854,2026-05-18T21:44:19Z,normal,4999.0,Crypto Exchange,0.0258,7,unknown,FP-50153,ip-862280,West,Amex,Capital One,3137,False,0,581,False,9.0,LOW,False
EVT-10555,2026-05-18T21:44:19Z,normal,548.06,Wire Transfer,0.1054,3,desktop,FP-39323,ip-932326,Northwest,Discover,Bank of America,667,False,0,289,False,38.1,LOW,False
EVT-10108,2026-05-18T21:45:19Z,normal,180.57,Crypto Exchange,0.3119,1,desktop,FP-34908,ip-198229,Northeast,Visa,TD Bank,822,False,1,574,False,31.5,LOW,False
EVT-10585,2026-05-18T21:46:19Z,suspicious,8919.07,ATM,0.5884,9,mobile,FP-34889,ip-862280,West,Amex,Wells Fargo,240,False,0,193,False,143.0,HIGH,True
EVT-10097,2026-05-18T21:47:19Z,normal,372.9,Subscription,0.1556,4,unknown,FP-73046,ip-490451,West,Amex,TD Bank,3545,False,1,696,False,51.5,LOW,False
EVT-10207,2026-05-18T21:47:19Z,normal,40.75,Subscription,0.2079,1,desktop,FP-21692,ip-119450,Northeast,Visa,Wells Fargo,3360,False,0,717,False,38.6,LOW,False
EVT-10481,2026-05-18T21:47:19Z,normal,2019.84,ATM,0.2995,5,mobile,FP-60328,ip-122591,Northwest,Amex,Capital One,2320,False,0,460,False,150.6,LOW,False
EVT-10844,2026-05-18T21:49:19Z,fraudulent,11853.39,ATM,0.7655,34,desktop,FP-13942,ip-544591,Midwest,Discover,Chase,15,True,3,13,False,97.5,VERY_HIGH,False
EVT-10355,2026-05-18T21:50:19Z,normal,1716.58,ATM,0.0887,3,unknown,FP-34908,ip-977638,Northwest,Mastercard,PNC Bank,1640,False,0,416,False,159.3,LOW,False
EVT-10874,2026-05-18T21:51:19Z,suspicious,7075.73,Subscription,0.7418,8,tablet,FP-24514,ip-877882,Northwest,Amex,US Bank,1363,False,1,330,False,193.2,HIGH,True
EVT-10307,2026-05-18T21:54:19Z,normal,579.17,POS Retail,0.2268,7,tablet,FP-22577,ip-227135,West,Amex,PNC Bank,2235,False,1,573,False,55.6,LOW,False
EVT-10957,2026-05-18T21:57:19Z,suspicious,6134.06,ATM,0.6748,11,desktop,FP-17888,ip-175949,Northwest,Discover,TD Bank,1757,False,0,890,False,78.3,HIGH,True
EVT-10599,2026-05-18T21:59:19Z,normal,813.37,Subscription,0.1026,4,desktop,FP-27991,ip-137452,Northwest,Mastercard,Citibank,735,False,0,212,False,25.1,LOW,False
EVT-10956,2026-05-18T21:59:19Z,fraudulent,16993.41,ATM,0.7208,33,mobile,FP-49498,ip-827793,West,Amex,Capital One,28,True,2,51,True,1349.3,HIGH,True
EVT-10445,2026-05-18T21:59:19Z,fraudulent,24849.65,ATM,0.7644,36,tablet,FP-18475,ip-787805,Midwest,Amex,US Bank,17,True,2,5,True,640.2,VERY_HIGH,False
EVT-10170,2026-05-18T22:00:19Z,normal,762.42,Crypto Exchange,0.0801,1,tablet,FP-85751,ip-694538,Midwest,Mastercard,Citibank,1331,False,1,626,False,71.0,LOW,False
EVT-10631,2026-05-18T22:00:19Z,normal,163.81,POS Retail,0.2861,7,unknown,FP-91055,ip-471313,Northwest,Discover,Capital One,1615,False,1,656,False,23.8,LOW,False
EVT-10383,2026-05-18T22:01:19Z,normal,61.13,Subscription,0.3989,2,desktop,FP-81610,ip-366881,Northeast,Visa,Wells Fargo,2839,False,0,230,False,110.7,MEDIUM,False
EVT-10257,2026-05-18T22:06:19Z,fraudulent,40964.8,E-Commerce,0.9205,36,tablet,FP-76216,ip-733628,Northeast,Discover,US Bank,28,False,2,15,True,773.2,VERY_HIGH,True
EVT-10909,2026-05-18T22:06:19Z,normal,1599.55,Subscription,0.2843,5,mobile,FP-12044,ip-977638,Southeast,Visa,TD Bank,1906,False,0,546,False,94.2,LOW,False
